Unnamed: 0,Location,Tournament,Match Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,Match Start Time,Match Duration,Match End Time,Altitude (in m),Start DateTime,End DateTime,Max Temp,Min Temp,Avg Temp,Max Hum,Min Hum,Avg Hum,Max Wind,Min Wind,Avg Wind,Max Gust,Min Gust,Avg Gust,Freq Gust
9984,Monte Carlo,Monte-Carlo Masters 2019,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,zverev,auger aliassime,3.0,33.0,6040.0,1245.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.49,2.84,1.53,2.85,1.48,2.63,13:20:00,01:19:00,14:39:00,30.9,2019-04-17 13:20:00,2019-04-17 14:39:00,18.3,17.4,17.7,70.0,64.0,67.4,3.2,1.6,2.9,8.0,1.6,3.6,0
9985,Monte Carlo,Monte-Carlo Masters 2019,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,dimitrov,struff,28.0,44.0,1300.0,990.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.69,2.31,1.73,2.35,1.66,2.2,15:00:00,01:57:00,16:57:00,30.9,2019-04-17 15:00:00,2019-04-17 16:57:00,20.1,18.2,19.2,66.0,58.0,62.2,4.8,0.0,2.3,8.0,1.6,3.3,0
9986,Monte Carlo,Monte-Carlo Masters 2019,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,nadal,bautista agut,2.0,22.0,8725.0,1680.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.09,9.72,1.12,10.0,1.07,8.48,15:00:00,01:17:00,16:17:00,30.9,2019-04-17 15:00:00,2019-04-17 16:17:00,19.4,18.2,18.9,66.0,61.0,63.1,4.8,1.6,2.6,8.0,1.6,3.8,0
9987,Monte Carlo,Monte-Carlo Masters 2019,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,thiem,klizan,5.0,50.0,4765.0,940.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.23,4.72,1.25,4.72,1.22,4.25,16:35:00,01:25:00,18:00:00,30.9,2019-04-17 16:35:00,2019-04-17 18:00:00,20.1,18.4,19.3,63.0,58.0,60.6,1.6,0.0,1.3,3.2,1.6,2.4,0
9988,Monte Carlo,Monte-Carlo Masters 2019,2019-04-17,Masters 1000,Outdoor,Clay,2nd Round,3,lajovic,goffin,48.0,21.0,950.0,1765.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.75,1.25,3.69,1.33,4.0,1.33,3.71,1.28,17:20:00,01:29:00,18:49:00,30.9,2019-04-17 17:20:00,2019-04-17 18:49:00,19.2,16.6,18.2,63.0,54.0,58.9,1.6,0.0,0.8,3.2,0.0,1.3,0
9989,Monte Carlo,Monte-Carlo Masters 2019,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,medvedev,tsitsipas,14.0,8.0,2295.0,3240.0,6.0,2.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.72,2.19,1.78,2.19,1.83,2.07,1.76,11:10:00,01:46:00,12:56:00,30.9,2019-04-18 11:10:00,2019-04-18 12:56:00,20.3,19.1,19.5,46.0,40.0,43.2,11.3,8.0,9.2,20.9,8.0,10.8,0
9990,Monte Carlo,Monte-Carlo Masters 2019,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,pella,cecchinato,35.0,16.0,1205.0,2021.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.57,2.57,1.58,2.66,1.65,2.39,1.58,11:10:00,02:14:00,13:24:00,30.9,2019-04-18 11:10:00,2019-04-18 13:24:00,20.3,19.1,19.6,46.0,39.0,42.6,11.3,8.0,9.0,20.9,8.0,11.0,0
9991,Monte Carlo,Monte-Carlo Masters 2019,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,djokovic,fritz,1.0,65.0,11070.0,810.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.08,10.78,1.1,10.78,1.07,8.45,13:20:00,01:08:00,14:28:00,30.9,2019-04-18 13:20:00,2019-04-18 14:28:00,20.9,20.3,20.6,39.0,36.0,37.5,11.3,6.4,8.9,19.3,6.4,12.0,0
9992,Monte Carlo,Monte-Carlo Masters 2019,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,sonego,norrie,96.0,56.0,622.0,925.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.63,2.47,1.63,2.6,1.56,2.43,13:45:00,01:25:00,15:10:00,30.9,2019-04-18 13:45:00,2019-04-18 15:10:00,20.9,20.3,20.7,38.0,36.0,36.9,11.3,6.4,8.7,19.3,6.4,10.6,0
9993,Monte Carlo,Monte-Carlo Masters 2019,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,nadal,dimitrov,2.0,28.0,8725.0,1300.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.03,15.0,1.06,13.19,1.06,17.75,1.03,12.98,14:50:00,01:34:00,16:24:00,30.9,2019-04-18 14:50:00,2019-04-18 16:24:00,21.6,20.7,21.0,38.0,33.0,35.6,11.3,6.4,9.0,22.5,6.4,12.1,0
9994,Monte Carlo,Monte-Carlo Masters 2019,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,lajovic,thiem,48.0,5.0,950.0,4765.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,5.0,1.16,5.76,1.18,5.8,1.2,4.98,1.17,15:30:00,01:32:00,17:02:00,30.9,2019-04-18 15:30:00,2019-04-18 17:02:00,21.6,20.8,21.2,36.0,32.0,34.2,11.3,6.4,8.2,22.5,6.4,11.0,0
9995,Monte Carlo,Monte-Carlo Masters 2019,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,fognini,zverev,18.0,3.0,1885.0,6040.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,4.0,1.25,4.32,1.27,4.32,1.28,3.96,1.25,16:50:00,01:31:00,18:21:00,30.9,2019-04-18 16:50:00,2019-04-18 18:21:00,21.3,20.7,21.1,32.0,28.0,29.5,11.3,6.4,8.7,11.3,8.0,9.8,0
9996,Monte Carlo,Monte-Carlo Masters 2019,2019-04-18,Masters 1000,Outdoor,Clay,3rd Round,3,coric,herbert,13.0,49.0,2345.0,948.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.43,3.1,1.5,3.1,1.43,2.82,17:20:00,01:41:00,19:01:00,30.9,2019-04-18 17:20:00,2019-04-18 19:01:00,21.2,20.5,20.8,30.0,28.0,29.0,11.3,4.8,8.2,14.5,6.4,10.0,0
9997,Monte Carlo,Monte-Carlo Masters 2019,2019-04-19,Masters 1000,Outdoor,Clay,Quarterfinals,3,lajovic,sonego,48.0,96.0,950.0,622.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.74,2.25,1.77,2.25,1.7,2.15,11:10:00,01:47:00,12:57:00,30.9,2019-04-19 11:10:00,2019-04-19 12:57:00,20.7,19.9,20.2,40.0,37.0,38.3,11.3,9.7,10.5,24.1,9.7,12.7,0
9998,Monte Carlo,Monte-Carlo Masters 2019,2019-04-19,Masters 1000,Outdoor,Clay,Quarterfinals,3,medvedev,djokovic,14.0,1.0,2295.0,11070.0,6.0,3.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,4.33,1.22,4.65,1.24,4.8,1.26,4.34,1.22,13:20:00,02:21:00,15:41:00,30.9,2019-04-19 13:20:00,2019-04-19 15:41:00,22.0,20.6,21.5,40.0,33.0,36.1,11.3,6.4,7.9,16.1,6.4,10.1,0
9999,Monte Carlo,Monte-Carlo Masters 2019,2019-04-19,Masters 1000,Outdoor,Clay,Quarterfinals,3,nadal,pella,2.0,35.0,8725.0,1205.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.02,17.0,1.03,21.37,1.04,23.0,1.02,15.87,16:00:00,02:20:00,18:20:00,30.9,2019-04-19 16:00:00,2019-04-19 18:20:00,21.8,19.6,21.0,42.0,35.0,37.4,8.0,4.8,6.6,12.9,4.8,7.7,0
10000,Monte Carlo,Monte-Carlo Masters 2019,2019-04-19,Masters 1000,Outdoor,Clay,Quarterfinals,3,fognini,coric,18.0,13.0,1885.0,2345.0,1.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2.37,1.57,2.31,1.7,2.41,1.7,2.27,1.63,18:45:00,02:00:00,20:45:00,30.9,2019-04-19 18:45:00,2019-04-19 20:45:00,19.1,16.9,18.6,51.0,40.0,43.3,4.8,0.0,1.7,8.0,0.0,2.4,0
10001,Monte Carlo,Monte-Carlo Masters 2019,2019-04-20,Masters 1000,Outdoor,Clay,Semifinals,3,lajovic,medvedev,48.0,14.0,950.0,2295.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.81,1.51,3.03,1.51,2.82,1.43,13:40:00,01:35:00,15:15:00,30.9,2019-04-20 13:40:00,2019-04-20 15:15:00,21.8,20.7,21.4,41.0,33.0,36.2,14.5,11.3,12.4,24.1,11.3,14.4,0
10002,Monte Carlo,Monte-Carlo Masters 2019,2019-04-20,Masters 1000,Outdoor,Clay,Semifinals,3,fognini,nadal,18.0,2.0,1885.0,8725.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,8.0,1.08,8.86,1.1,10.0,1.12,7.91,1.08,15:45:00,01:36:00,17:21:00,30.9,2019-04-20 15:45:00,2019-04-20 17:21:00,21.1,19.9,20.6,39.0,34.0,36.7,12.9,6.4,10.5,22.5,8.0,13.1,0
10003,Monte Carlo,Monte-Carlo Masters 2019,2019-04-21,Masters 1000,Outdoor,Clay,The Final,3,fognini,lajovic,18.0,48.0,1885.0,950.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.68,2.36,1.68,2.57,1.59,2.36,14:45:00,01:38:00,16:23:00,30.9,2019-04-21 14:45:00,2019-04-21 16:23:00,20.9,20.0,20.5,43.0,37.0,40.3,12.9,8.0,9.9,14.5,8.0,11.3,0
10004,Barcelona,Barcelona Open 2019,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,mayer,copil,63.0,80.0,850.0,698.0,6.0,3.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.28,3.5,1.27,4.14,1.34,4.14,1.3,3.5,11:10:00,02:37:00,13:47:00,95.1,2019-04-22 11:10:00,2019-04-22 13:47:00,18.5,16.9,17.5,62.0,56.0,58.9,2.3,0.0,0.2,16.1,4.0,10.2,0
10005,Barcelona,Barcelona Open 2019,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,fucsovics,kudla,36.0,82.0,1205.0,663.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.19,5.27,1.21,5.27,1.18,4.75,11:10:00,01:18:00,12:28:00,95.1,2019-04-22 11:10:00,2019-04-22 12:28:00,17.4,17.2,17.3,60.0,56.0,58.5,2.3,0.0,0.3,16.1,4.0,9.7,0
10006,Barcelona,Barcelona Open 2019,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,mcdonald,daniel,61.0,71.0,871.0,769.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,3.4,1.3,3.75,1.31,3.75,1.34,3.44,1.31,11:10:00,01:08:00,12:18:00,95.1,2019-04-22 11:10:00,2019-04-22 12:18:00,17.4,17.2,17.3,60.0,56.0,58.4,2.3,0.0,0.3,16.1,4.0,9.9,0
10007,Barcelona,Barcelona Open 2019,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,struff,dellien,51.0,92.0,945.0,631.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.57,2.55,1.57,2.89,1.51,2.55,12:35:00,00:52:00,13:27:00,95.1,2019-04-22 12:35:00,2019-04-22 13:27:00,18.5,17.3,18.0,60.0,57.0,58.3,0.6,0.0,0.2,16.1,6.4,12.6,0
10008,Barcelona,Barcelona Open 2019,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,munar,sousa,57.0,107.0,895.0,558.0,2.0,6.0,6.0,4.0,6.0,0.0,,,,,2.0,1.0,Completed,1.28,3.5,1.33,3.62,1.34,3.86,1.29,3.53,12:50:00,01:48:00,14:38:00,95.1,2019-04-22 12:50:00,2019-04-22 14:38:00,18.5,16.7,17.2,65.0,57.0,61.2,0.5,0.0,0.1,14.5,1.6,8.2,0
10009,Barcelona,Barcelona Open 2019,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,fritz,opelka,58.0,59.0,890.0,886.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.76,2.16,1.8,2.38,1.73,2.09,14:05:00,00:55:00,15:00:00,95.1,2019-04-22 14:05:00,2019-04-22 15:00:00,16.8,16.7,16.7,65.0,62.0,63.2,0.5,0.0,0.1,12.9,1.6,6.3,0
10010,Barcelona,Barcelona Open 2019,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,verdasco,lopez,37.0,93.0,1155.0,630.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.5,2.75,1.54,2.75,1.49,2.61,14:55:00,01:21:00,16:16:00,95.1,2019-04-22 14:55:00,2019-04-22 16:16:00,17.1,16.7,16.9,62.0,59.0,60.3,0.5,0.0,0.1,8.0,1.1,4.7,0
10011,Barcelona,Barcelona Open 2019,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,jarry,granollers,81.0,110.0,675.0,549.0,7.0,5.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.83,1.83,1.93,1.95,1.92,2.02,1.85,1.93,15:15:00,02:30:00,17:45:00,95.1,2019-04-22 15:15:00,2019-04-22 17:45:00,17.1,16.6,16.8,62.0,59.0,60.3,1.0,0.0,0.2,20.9,1.1,9.5,3
10012,Barcelona,Barcelona Open 2019,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,schwartzman,nishioka,25.0,70.0,1485.0,772.0,4.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.25,3.75,1.25,4.31,1.29,4.4,1.25,3.95,16:40:00,02:20:00,19:00:00,95.1,2019-04-22 16:40:00,2019-04-22 19:00:00,16.9,16.4,16.7,62.0,60.0,61.3,1.9,0.0,0.3,22.5,6.4,14.2,9
10013,Barcelona,Barcelona Open 2019,2019-04-22,ATP500,Outdoor,Clay,1st Round,3,paire,londero,46.0,79.0,993.0,699.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.6,2.47,1.62,2.65,1.54,2.46,18:00:00,01:12:00,19:12:00,95.1,2019-04-22 18:00:00,2019-04-22 19:12:00,16.8,16.4,16.6,62.0,61.0,61.6,1.9,0.0,0.4,19.3,8.0,12.1,3
10014,Barcelona,Barcelona Open 2019,2019-04-23,ATP500,Outdoor,Clay,1st Round,3,kuhn,delbonis,276.0,76.0,152.0,741.0,7.0,6.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,4.5,1.18,5.88,1.16,5.9,1.2,5.15,1.16,12:15:00,02:29:00,14:44:00,95.1,2019-04-23 12:15:00,2019-04-23 14:44:00,20.6,16.8,18.4,77.0,54.0,66.5,0.5,0.0,0.0,6.4,0.0,1.5,0
10015,Barcelona,Barcelona Open 2019,2019-04-23,ATP500,Outdoor,Clay,1st Round,3,jaziri,andreozzi,72.0,97.0,757.0,613.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,2.62,1.44,2.9,1.46,2.9,1.5,2.72,1.46,12:25:00,02:42:00,15:07:00,95.1,2019-04-23 12:25:00,2019-04-23 15:07:00,20.7,17.1,18.8,76.0,54.0,64.4,0.5,0.0,0.0,12.9,0.0,2.4,0
10016,Barcelona,Barcelona Open 2019,2019-04-23,ATP500,Outdoor,Clay,1st Round,3,ferrer,zverev,155.0,96.0,355.0,616.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.14,6.59,1.15,7.0,1.13,5.99,14:05:00,01:05:00,15:10:00,95.1,2019-04-23 14:05:00,2019-04-23 15:10:00,20.7,19.8,20.4,58.0,54.0,55.2,0.5,0.0,0.1,12.9,1.6,5.5,0
10017,Barcelona,Barcelona Open 2019,2019-04-23,ATP500,Outdoor,Clay,1st Round,3,ramos vinolas,norrie,83.0,45.0,660.0,1005.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.59,2.5,1.65,2.56,1.58,2.37,15:05:00,00:57:00,16:02:00,95.1,2019-04-23 15:05:00,2019-04-23 16:02:00,21.3,20.4,20.8,54.0,52.0,53.5,1.9,0.0,0.2,9.7,0.3,4.9,0
10018,Barcelona,Barcelona Open 2019,2019-04-23,ATP500,Outdoor,Clay,1st Round,3,garin,klizan,48.0,47.0,970.0,985.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.76,2.16,1.8,2.25,1.7,2.14,15:20:00,01:45:00,17:05:00,95.1,2019-04-23 15:20:00,2019-04-23 17:05:00,21.3,19.4,20.4,65.0,52.0,57.1,1.9,0.0,0.1,9.7,0.3,4.0,0
10019,Barcelona,Barcelona Open 2019,2019-04-23,ATP500,Outdoor,Clay,1st Round,3,pella,sousa,28.0,50.0,1375.0,947.0,3.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.36,3.0,1.36,3.37,1.4,3.37,1.36,3.13,17:20:00,02:08:00,19:28:00,95.1,2019-04-23 17:20:00,2019-04-23 19:28:00,19.6,16.8,18.2,74.0,65.0,69.7,0.0,0.0,0.0,3.2,0.0,1.1,0
10020,Barcelona,Barcelona Open 2019,2019-04-23,ATP500,Outdoor,Clay,2nd Round,3,nishikori,fritz,7.0,58.0,3690.0,890.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.29,3.99,1.33,4.2,1.27,3.73,12:00:00,01:41:00,13:41:00,95.1,2019-04-23 12:00:00,2019-04-23 13:41:00,18.1,16.6,17.3,79.0,66.0,73.8,0.0,0.0,0.0,0.0,0.0,0.0,0
10021,Barcelona,Barcelona Open 2019,2019-04-23,ATP500,Outdoor,Clay,2nd Round,3,jarry,zverev,81.0,3.0,675.0,5770.0,3.0,6.0,7.0,5.0,7.0,6.0,,,,,2.0,1.0,Completed,4.5,1.18,5.31,1.2,5.45,1.22,4.73,1.19,15:30:00,02:33:00,18:03:00,95.1,2019-04-23 15:30:00,2019-04-23 18:03:00,21.3,18.4,19.8,69.0,52.0,61.1,0.5,0.0,0.0,9.7,0.0,3.1,0
10022,Barcelona,Barcelona Open 2019,2019-04-23,ATP500,Outdoor,Clay,2nd Round,3,munar,tiafoe,57.0,30.0,895.0,1290.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.43,3.07,1.48,3.07,1.43,2.8,16:20:00,01:25:00,17:45:00,95.1,2019-04-23 16:20:00,2019-04-23 17:45:00,20.3,18.5,19.4,69.0,57.0,64.4,0.5,0.0,0.0,6.4,1.6,2.6,0
10023,Barcelona,Barcelona Open 2019,2019-04-23,ATP500,Outdoor,Clay,2nd Round,3,struff,goffin,51.0,22.0,945.0,1630.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.37,1.53,2.67,1.54,2.67,1.6,2.44,1.55,18:00:00,01:38:00,19:38:00,95.1,2019-04-23 18:00:00,2019-04-23 19:38:00,19.6,16.6,17.8,74.0,65.0,70.7,0.0,0.0,0.0,3.2,0.0,0.9,0
10024,Barcelona,Barcelona Open 2019,2019-04-23,ATP500,Outdoor,Clay,2nd Round,3,thiem,schwartzman,5.0,25.0,4675.0,1485.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.33,3.64,1.35,3.8,1.3,3.49,18:20:00,01:27:00,19:47:00,95.1,2019-04-23 18:20:00,2019-04-23 19:47:00,18.3,16.3,17.4,74.0,69.0,72.1,0.0,0.0,0.0,3.2,0.0,1.0,0
10025,Barcelona,Barcelona Open 2019,2019-04-23,ATP500,Outdoor,Clay,2nd Round,3,tsitsipas,fucsovics,8.0,36.0,3240.0,1205.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.35,3.5,1.38,3.6,1.32,3.38,20:05:00,01:08:00,21:13:00,95.1,2019-04-23 20:05:00,2019-04-23 21:13:00,15.9,15.2,15.6,81.0,77.0,79.1,0.0,0.0,0.0,1.6,0.0,0.7,0
10026,Barcelona,Barcelona Open 2019,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,auger aliassime,jaziri,31.0,72.0,1282.0,757.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.23,4.77,1.25,4.77,1.22,4.25,11:10:00,01:47:00,12:57:00,95.1,2019-04-24 11:10:00,2019-04-24 12:57:00,17.8,15.9,17.0,58.0,46.0,51.9,1.0,0.0,0.1,16.1,1.6,5.8,0
10027,Barcelona,Barcelona Open 2019,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,medvedev,ramos vinolas,14.0,83.0,2505.0,660.0,6.0,3.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.5,2.5,1.53,2.68,1.62,2.95,1.48,2.65,11:10:00,01:50:00,13:00:00,95.1,2019-04-24 11:10:00,2019-04-24 13:00:00,17.8,15.9,17.1,58.0,46.0,51.8,1.0,0.0,0.1,16.1,1.6,5.7,0
10028,Barcelona,Barcelona Open 2019,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,mcdonald,simon,61.0,27.0,871.0,1385.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.93,1.47,2.93,1.5,2.77,1.44,12:40:00,01:16:00,13:56:00,95.1,2019-04-24 12:40:00,2019-04-24 13:56:00,18.7,17.3,17.9,54.0,44.0,48.9,1.6,0.0,0.3,16.1,3.2,7.8,0
10029,Barcelona,Barcelona Open 2019,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,ferrer,pouille,155.0,32.0,355.0,1275.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.63,2.44,1.67,2.45,1.61,2.31,13:15:00,01:16:00,14:31:00,95.1,2019-04-24 13:15:00,2019-04-24 14:31:00,18.8,17.7,18.4,50.0,42.0,47.2,1.6,0.0,0.4,17.7,4.2,10.5,0
10030,Barcelona,Barcelona Open 2019,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,carballes baena,kuhn,104.0,276.0,578.0,152.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.36,3.0,1.4,3.2,1.5,3.2,1.41,2.9,13:15:00,02:30:00,15:45:00,95.1,2019-04-24 13:15:00,2019-04-24 15:45:00,18.8,16.6,17.9,55.0,42.0,49.8,1.6,0.0,0.4,17.7,4.2,10.5,0
10031,Barcelona,Barcelona Open 2019,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,nadal,mayer,2.0,63.0,8085.0,850.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,1.03,15.0,1.04,15.12,1.05,17.0,1.03,12.57,15:00:00,02:50:00,17:50:00,95.1,2019-04-24 15:00:00,2019-04-24 17:50:00,18.4,16.6,17.6,55.0,46.0,50.1,1.0,0.0,0.2,14.5,4.8,8.5,0
10032,Barcelona,Barcelona Open 2019,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,pella,khachanov,28.0,13.0,1375.0,2730.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.83,1.83,2.03,1.88,2.03,2.0,1.92,1.88,16:05:00,01:46:00,17:51:00,95.1,2019-04-24 16:05:00,2019-04-24 17:51:00,18.4,17.8,18.0,52.0,46.0,48.6,1.0,0.0,0.2,14.5,4.8,8.6,0
10033,Barcelona,Barcelona Open 2019,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,paire,carreno busta,46.0,29.0,993.0,1300.0,6.0,4.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.4,2.75,1.48,2.88,1.48,3.0,1.43,2.81,18:10:00,02:12:00,20:22:00,95.1,2019-04-24 18:10:00,2019-04-24 20:22:00,17.7,15.3,16.9,66.0,50.0,57.8,1.3,0.0,0.1,17.7,0.0,6.9,0
10034,Barcelona,Barcelona Open 2019,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,dimitrov,verdasco,43.0,37.0,1030.0,1155.0,6.0,2.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.61,2.2,1.7,2.29,1.73,2.35,1.66,2.22,18:15:00,02:19:00,20:34:00,95.1,2019-04-24 18:15:00,2019-04-24 20:34:00,17.5,14.9,16.7,68.0,51.0,59.1,1.3,0.0,0.1,17.7,0.0,6.1,0
10035,Barcelona,Barcelona Open 2019,2019-04-24,ATP500,Outdoor,Clay,2nd Round,3,garin,shapovalov,48.0,20.0,970.0,1820.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.73,2.24,1.77,2.25,1.7,2.14,20:50:00,01:16:00,22:06:00,95.1,2019-04-24 20:50:00,2019-04-24 22:06:00,14.6,14.2,14.3,73.0,70.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10036,Barcelona,Barcelona Open 2019,2019-04-25,ATP500,Outdoor,Clay,3rd Round,3,medvedev,mcdonald,14.0,61.0,2505.0,871.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.18,5.73,1.2,5.9,1.17,4.93,11:10:00,01:19:00,12:29:00,95.1,2019-04-25 11:10:00,2019-04-25 12:29:00,17.5,17.1,17.3,77.0,72.0,76.5,0.0,0.0,0.0,1.6,0.0,0.6,0
10037,Barcelona,Barcelona Open 2019,2019-04-25,ATP500,Outdoor,Clay,3rd Round,3,nishikori,auger aliassime,7.0,31.0,3690.0,1282.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.71,2.26,1.71,2.46,1.64,2.25,11:15:00,01:24:00,12:39:00,95.1,2019-04-25 11:15:00,2019-04-25 12:39:00,17.5,16.9,17.3,77.0,62.0,74.9,0.0,0.0,0.0,4.2,0.0,0.8,0
10038,Barcelona,Barcelona Open 2019,2019-04-25,ATP500,Outdoor,Clay,3rd Round,3,thiem,munar,5.0,57.0,4675.0,895.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.32,3.77,1.33,3.85,1.29,3.6,13:00:00,01:30:00,14:30:00,95.1,2019-04-25 13:00:00,2019-04-25 14:30:00,17.6,14.5,16.1,78.0,57.0,66.9,2.4,0.0,0.5,19.3,0.0,10.4,3
10039,Barcelona,Barcelona Open 2019,2019-04-25,ATP500,Outdoor,Clay,3rd Round,3,jarry,dimitrov,81.0,43.0,675.0,1030.0,2.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,3.0,1.4,2.93,1.46,3.32,1.5,2.82,1.42,14:15:00,02:03:00,16:18:00,95.1,2019-04-25 14:15:00,2019-04-25 16:18:00,17.6,14.6,15.9,78.0,64.0,73.2,2.4,0.0,0.1,14.5,0.0,5.1,0
